Aal ALE 
Schichten layers 
Schicksal destiny 
Schicksale destinies 
Schiebkarre wheel-barrow 
Schiedsrichter referee 
Schiene rail 
Schiessereien shootings 
Schiff ship 
Schiffahrt navy 
Schiffchen shuttle 
Schiffe ships 
Schiffs- marine 
Schiffswerft shipyard 
Schiffswerften shipyards 
Schikane chicane 
Schikanen chicanes 
Schild shield 
Schilder shields 
Schilderung description 
Schildkroete tortoise 
Schildkroeten tortoises 
Schilf reed 
Schimmer glances 
Schindel shingle 
Schindeln shingles 
Schinken HAM 
Schinkenspeck bacon 
Schlacht Fight 
Schlachten battles 
Schlachthaus abattoir 
Schlacke slag 
Schlacken slags 
Schlaege percussions 
Schlaeger Racket 
Schlaegereien batteries 
Schlaeuche hoses 
Schlaf sleep 
Schlafanzug nightgown 
Schlafenszeit bedtime 
Schlaflied lullaby 
Schlaflieder lullabies 
Schlaflosigkeit insomnia 
Schlafplatz roost 
Schlafstellen roosts 
Schlafzimmer bedroom 
Schlag bash 
Schlagfertigkeit repartee 
Schlagmann batsman 
Schlagwoerter catchwords 
Schlagwort catchword 
Schlamm mud 
Schlampe slattern 
Schlampen slatterns 
Schlange serpent 
Schlangen serpents 
Schlauch hose 
Schleife loop 
Schleifstein whetstone 
Schleifsteine whetstones 
Schleim mucus 
Schleuder catapult 
Schleudern catapults 
Schliesser turnkey 
Schlinge noose 
Schlingen nooses 
Schlitten skid 
Schlitz slit 
Schlitze slits 
Schloesser Castles 
Schloss castle 
Schlosser locksmith 
Schlucht gulch 
Schluchten gulches 
Schluck gulp 
Schluckauf hiccough 
Schluepfer knickers 
Schluesse conclusions 
Schluessel clef 
Schluesselbein collarbone 
Schluesselloch keyhole 
Schluesselloecher keyholes 
Schluesselwoerter keywords 
Schluss conclusion 
Schmalz lard 
Schmarotzer parasite 
Schmeichelei taffy 
Schmeicheleien taffies 
Schmerotzer parasites 
Schmerz pain 
Schmerzen pangs 
Schmetterling butterfly 
Schmied blacksmith 
Schmiede smithy 
Schmiedeeisernes ironwork 
Schmieden smithies 
Schmiedeteil forging 
Schmierfett grease 
Schmiermittel lubricant 
Schmuck trappings 
Schmutz filth 
Schnabel beak 
Schnalle BUCKLE 
Schnappschuesse snapshots 
Schnappschuss snapshot 
Schnauze muzzle 
Schnauzen muzzles 
Schnecken SNAILS 
Schnee snow 
Schneeball snowball 
Schneegloeckchen snowdrop 
Schneestuerme blizzards 
Schneesturm blizzard 
Schneider tailor 
Schnelligkeit promptness 
Schnellstart quickstart 
Schnitt snip 
Schnitte slice 
Schnittlauch chive 
Schnittstelle interface 
Schnitzerei CARVING 
Schnoerkel flourish 
Schnuere cords 
Schnuersenkel bootlace 
Schnur cord 
Schoenheit beauty 
Schoenheiten beauties 
Schoenschrift Calligraphy 
Schoepfung creation 
Schokolade chocolate 
Schorf scab 
Schornstein smokestack 
Schoss lap 
Schottenrock kilt 
Schottenroecke kilts 
Schraege bevel 
Schraenke lockers 
Schrank cupboard 
Schraube screw 
Schraubenlinie helix 
Schraubenschluessel spanner 
Schraubstock vice 
Schraubzwinge vice 
Schreck fright 
Schrecken fright 
Schrei cry 
Schreiber clerk 
Schreibkraft typist 
Schreibmaschine typewriter 
Schreibtisch desktop 
Schreibwaren stationery 
Schrein shrine 
Schreine shrines 
Schreiner carpenter 
Schrift Script 
Schriftart font 
Schriftbreite width 
Schriften scripts 
Schriftsteller writer 
Schritt Step 
Schritte gaits 
Schrumpfung shrinkage 
Schrumpfungen shrinkages 
Schub thrust 
Schubkarre wheelbarrow 
Schubkarren wheelbarrow 
Schuechternheit diffidence 
Schuechternheiten shynesses 
Schueler disciple 
Schuelerin schoolgirl 
Schuelerinnen schoolgirls 
Schuerze apron 
Schuerzen aprons 
Schuesse shots 
Schuessel dish 
Schuesseln dishes 
Schuft rascal 
Schufte rascals 
Schuh shoe 
Schuhanzieher shoehorn 
Schuhe shoes 
Schuhputzer shoeblack 
Schuhwichse shoeblacking 
Schuld debt 
Schulden debts 
Schuldner debtor 
Schuldschein IOU 
Schule school 
Schulen schools 
Schulter shoulder 
Schultern shoulders 
Schund shoddy 
Schuppen dandruff 
Schurke knave 
Schurken miscreants 
Schuss shoot 
Schuster cobbler 
Schutt rubbish 
Schutz protection 
Schutzentfernung unprotection 
Schutzgebiet dependency 
Schutzgebiete dependencies 
Schwaden swath 
Schwaeche foible 
Schwaechen foibles 
Schwaechling weakling 
Schwaechlinge weaklings 
Schwaene swans 
Schwaenze tails 
Schwaerme bevies 
Schwaermer gusher 
Schwaetzer chatterer 
Schwalbe swallow 
Schwalben swallows 
Schwamm sponge 
Schwan swan 
Schwangerschaft pregnancy 
Schwankung fluctuation 
Schwanz tail 
Schwarm bevy 
Schwefel sulphur 
Schweigen silence 
Schwein PIG 
Schweine PIGS 
Schweinerei rascality 
Schweinereien rascalities 
Schweinsleder pigskin 
Schweiss perspiration 
Schwelle sill 
Schwellen sills 
Schwellung bulge 
Schwere gravity 
Schwerkraft gravitation 
Schwermut melancholy 
Schwert sword 
Schwerter swords 
Schwertfisch SWORDFISH 
Schwester sister 
Schwestern sisters 
Schwierigkeit difficulty 
Schwierigkeiten difficulties 
Schwindel bogus 
Schwingungsknoten node 
Schwungrad flywheel 
Schwur vow 
Sebstmord suicide 
See SEA 
See- naval 
Seele soul 
Seelen souls 
Seeleute navigators 
Seemann navigator 
Seen lakes 
Seereise voyage 
Segel CANVAS 
Segelboot SAILBOAT 
Segelflugzeug glider 
Segelflugzeuge gliders 
Segen boon 
Segler sailer 
Segment segment 
Segmente SEGMENTS 
Sehne sinew 
Sehnen sinews 
Sehnsucht yearning 
Seide silk 
Seiden- silk 
Seidenraupe silkworm 
Seidenraupen silkworms 
Seife soap 
Seil rope 
Seilbahn ropeway 
Seile ropes 
Seite page 
Seiten pages 
Seiten-Nummerierung Pagination 
Seitenumbruch pagebreak 
Seitenumbrueche pagebreaks 
Seitenweg byway 
Sekretaer secretary 
Sekretaere secretaries 
Sektor sector 
Sektoren sectors 
Selbstbedienungsladen groceteria 
Selbstgefaelligkeit egotism 
Selbstlosigkeit unselfishness 
Seligkeit beatitude 
Sellerie CELERY 
Seltenheit curiosity 
Seltenheiten rarities 
Seltsamkeit oddity 
Seltsamkeiten oddities 
Semikolon semicolon 
Seminar seminary 
Seminare seminaries 
Sender emitter 
Sendung broadcasting 
Sendungen missions 
Senf MUSTARD 
Sensation sensation 
Sensationen sensations 
Sensationsdarsteller stuntman 
Sense scythe 
Sensen scythes 
Sentimentalitaet sentimentality 
September Sept 
Sequenzen sequences 
Seren serums 
Serien series 
Serum serum 
Serviette napkin 
Servietten napkins 
Seuche pestilence 
Seufzen sigh 
Seufzer sigh 
Shareware shareware 
Sichel sickle 
Sicheln sickles 
Sicherer saver 
Sicherheit CERTAINTY 
Sicherheiten certainties 
Sichtbarkeit visibility 
Sichtbarmachung visualize 
Sichtvermerk visa 
Sichtvermerke visas 
Sichtweiten visibilities 
Sie they 
Sieb sieve 
Siedler settler 
Siedlung colony 
Siedlungen colonies 
Sieg victory 
Siege victories 
Siegel seal 
Sieger victor 
Sieselbst yourself 
Signal signal 
Silbe syllable 
Silben syllables 
Silbentrennung hyphenation 
Silber Silver 
Simulation simulation 
Sinn sense 
Sinus sine 
Sippe clan 
Sippen clans 
Sirene siren 
Sirenen sirens 
Sirup molasses 
Sitte custom 
Situationen situations 
Sitz fit 
Sitzbank bench 
Sitze seats 
Sitzplatz seat 
Sitzung SESSION 
Sitzungen sessions 
Skandal scandal 
Skandale scandals 
Skelett SKELETON 
Skelette skeletons 
Skeptiker sceptic 
Ski ski 
Skilaeufer skier 
Sklave drudge 
Sklaven drudges 
Sklaverei bondage 
Sklavereien servitudes 
Skrupel scruple 
Skulptur SCULPTURE 
Skulpturen sculptures 
Smaragd emerald 
Smaragde emeralds 
Smoking tuxedo 
Smokings tuxedos 
Socke sock 
Sockel pedestal 
Socken socks 
Soehne sons 
Sofa settee 
Sofas settees 
Software software 
Sog suction 
Sohlen soles 
Sohn son 
Soldat soldier 
Soldaten soldiers 
Solist soloist 
Solisten soloists 
Solo standalone 
Sommer summer 
Sommerfrische summer-resort 
Sommersprosse freckle 
Sommersprossen freckles 
Sommerwende midsummer 
Sonne sun 
Sonnen- Solar 
Sonnenaufgang sunrise 
Sonnenfleck Sunspot 
Sonnenschirm parasol 
Sonnenschirme parasols 
Sonnenstand sunset 
Sonnenstich sunstroke 
Sonnenstrahl sunbeam 
Sonnenstrahlen sunbeams 
Sonnenuntergaenge sunsets 
Sonnenuntergang sundown 
Sonntag Sunday 
Sorge care 
Sorgen headaches 
Sorglosigkeit carelessness 
Sortiment assortment 
Sortimente assortments 
Sosse sauce 
Sossen DRESSINGS 
Sozialhilfe welfare 
Sozialhilfeempfaenger pauper 
Spaesse sprees 
Spalte chink 
Spalten Columns 
Spaltung fission 
Spaltungen fissions 
Spanien SPAIN 
Spanier spaniard 
Spannung tension 
Spannungen tensions 
Sparbuch bankbook 
Sparbuecher passbooks 
Spargel ASPARAGUS 
Sparsamkeit thrift 
Sparsamkeiten thrifts 
Spass fun 
Spassvogel joker 
Spaten spade 
Spatz sparrow 
Spatzen sparrows 
Spaziergang walk 
Spechte woodpeckers 
Speckschnitten rashers 
Spediteur remover 
Spediteure removers 
Speer javelin 
Speere javelins 
Speichel saliva 
Speicher loft 
Speicherung storage 
Speicherungen storages 
Speicherzelle cell 
Speise food 
Speiseeis ice-cream 
Speisezimmer dining-room 
Spende dole 
Spenden bounties 
Sperre barrier 
Sperrung inhibition 
Spezifikation specification 
Spezifikationen specifications 
Spiegel mirror 
Spiegelnd Mirroring 
Spiel clearance 
Spiele Games 
Spieler Players 
Spielfeld field 
Spielgefaehrte playfellow 
Spielgefaehrten playfellows 
Spielplaetze playgrounds 
Spielplatz playground 
Spielsachen toys 
Spielzeug plaything 
Spielzeuge playthings 
Spinat SPINACH 
Spindel arbor 
Spindeln spindles 
Spinne spider 
Spinnen spiders 
Spinnengewebe cobweb 
Spinner madcaps 
Spinngewebe cobweb 
Spirale helix 
Spitze peak 
Spitzen peaks 
Spitzname nickname 
Spitznamen nicknames 
Spleene spleens 
Splitter shiver 
Spoetterei raillery 
Spoettereien railleries 
Sport sport 
Sportkegeln skittle 
Sportwagen roadster 
Spott jeer 
Sprache language 
Sprachen languages 
Sprecher SPEAKER 
Sprechstunde consultation-hour 
Spreu chaff 
Sprichwort proverb 
Sprichworte proverbs 
Spross scion 
Sprosse scions 
Sprotte sprat 
Sprotten sprats 
Spruch verdict 
Sprueche verdicts 
Sprung jump 
Spuelkueche scullery 
Spuelkuechen sculleries 
Spueltisch sink 
Spuersinn flair 
Spuk spook 
Spule bobbin 
Spulen bobbins 
Spur trace 
Spuren traces 
Staatsangehoeriger national 
Staatsangehoerigkeit nationality 
Stab baton 
Stachelschwein porcupine 
Stachelschweine porcupines 
Stadt City 
Stadt- urban 
Stadtbezirk municipality 
Stadtgraben moat 
Stadtgraeben moats 
Staebe batons 
Staedte cities 
Staedter townsfolk 
Staemme tribes 
Staendchen serenade 
Staender pillar 
Staerke strength 
Stahl steel 
Stall stable 
Stallung mews 
Stamm tribe 
Stammbaeume pedigrees 
Stammbaum pedigree 
Stand stall 
Standpunkt standpoind 
Standpunkte standpoints 
Stanniol tinfoil 
Stapel stack 
Star starling 
Stare starlings 
Start Start 
Startzeile startline 
Station station 
Stationen stages 
Staub dust 
Staubsauger hoover 
Staudaemme barrages 
Stauwasser backwater 
Steckmodul CARTIDGE 
Steg web 
Steig- upstream 
Steigerung escalation 
Steigerungen escalations 
Steigung acclivity 
Steigungen acclivities 
Stein stone 
Steine stones 
Steingut stoneware 
Stell- servo- 
Stelle digit 
Stellen locations 
Stellung posture 
Stellungen postures 
Stelze stilt 
Stelzen stilts 
Stenotypistinnen typists 
Stepptanz tapdance 
Sterbeanzeige obituary 
Sterbeanzeigen obituaries 
Sterblichkeit mortality 
Stern asterisk 
Sterne asterisks 
Sternen- starry 
Sternenlicht starlight 
Sternenlichter starlights 
Sternwarte observatory 
Sternwarten observatories 
Steuerrad steering-wheel 
Steuerung steerage 
Steuerungen steerages 
Steuerzahler taxpayer 
Stich twinge 
Stiche twinges 
Stichelei quip 
Sticheleien quips 
Stickstoff nitrogen 
Stiefel boot 
Stiel handle 
Stiele helves 
Stier bull 
Stiere bulls 
Stift pin 
Stifte pencils 
Stiftschraube stud 
Stil Style 
Stille stillness 
Stillstand standstill 
Stimme voice 
Stimmen voices 
Stimmung mood 
Stirn forehead 
Stirnhaar forelock 
Stock cane 
Stockungen deadlocks 
Stockwerke storeys 
Stoepsel peg 
Stoerche storks 
Stoerung disturbance 
Stoerungen disturbances 
Stoesse hitches 
Stoessel tappet 
Stoff stuff 
Stoffhaendler mercer 
Stolz haughtiness 
Stomerzeuger generator 
Stoppel stubble 
Stoppeln stubbles 
Storch stork 
Stoss brunt 
Stossstange bumper 
Straehne skein 
Straehnen skeins 
Straende seasides 
Straeusse bouquets 
Straf- penal 
Strafe penalty 
Strafen penalties 
Strahlen spouts 
Strahlung radiation 
Strand beach 
Strandgut waif 
Strasse Avenue 
Strassenbahn tram 
Strassenbahnen tramways 
Strassenkehrer scavenger 
Strauch shrub 
Strauss bouquet 
Streich escapade 
Streichholzschachtel matchbox 
Streichorchester stringband 
Streifen STREAK 
Streik strike 
Streit moot 
Strenge rigor 
Strick halter 
Stricke halters 
Strickzeug knitting 
Strieme wale 
Striemen wales 
Stroh straw 
Strolch hoodlum 
Strolche hoodlums 
Strom current 
Struempfe nylons 
Struktur structure 
Strukturen Structures 
Strumpf stocking 
Strumpfbaender garters 
Strumpfband garter 
Student student 
Studenten students 
Stueck peace 
Stueckchen shred 
Stuecke bites 
Stuehle chairs 
Stuempfe stubs 
Stuerme gales 
Stuetze prop 
Stufe degree 
Stufen levels 
Stuhl chair 
Stummel snag 
Stumpf stub 
Stunde hour 
Stunden hours 
Stundenplan time-table 
Sturheit obstinacy 
Sturm gale 
Sturzflut torrent 
Sturzfluten torrents 
Stute mare 
Stuten mares 
Subjekt subject 
Substantiv noun 
Sucher Seeker 
Suechtige addicts 
Suechtiger addict 
Sueden south 
Suehne atonement 
Suempfe marshes 
Suende sin 
Suenden sins 
Suendenbock scapegoat 
Suendenboecke scapegoats 
Suender sinner 
Suessigkeiten sweets 
Suffix suffix 
Summe sum 
Summen Totals 
Summer buzzer 
Sumpf marsh 
Supermaerkte supermarkets 
Supermarkt supermarket 
Suppe SOUP 
Suppen soups 
Symbol symbol 
Symbole symbols 
Syntax syntax 
Syrup syrup 
System system 
Systeme Systems 
Szene scene 
Szenerie scenery 
Szenerien sceneries 
Tabak tabacco 
Tabakhaendler tobacconist 
Tabelle Table 
Tablett tray 
Tabu taboo 
Tabulatoren tabs 
Tabus taboos 
Tadel animadversions 
Taefelung wainscot 
Taefelungen wainscots 
Taeler dales 
Taenzer dancer 
Taeter offender 
Taetigkeit agitation 
Taetigkeiten agitations 
Taeuschung deception 
Taeuschungen deceits 
Tafel blackboard 
Tafelsilber silverware 
Tag Day 
Tage days 
Tagebuch diary 
Tagebuecher diaries 
Tagesanbruch daybreak 
Tagesereignisse current-events 
Tageslicht daylight 
Tageszeit daytime 
Taifun typhoon 
Taifune typhoons 
Taille bodice 
Taillen waists 
Takt tact 
Takterzeugung clocking 
Taktik tactics 
Tal dale 
Talent talent 
Tang seaweed 
Tangente tangent 
Tank tank 
Tannen firs 
Tante aunt 
Tanten aunts 
Tanz dance 
Tapete wallpaper 
Tapeten wallpapers 
Tapferkeit bravery 
Tapferkeiten valors 
Tarif tariff 
Tarife tariffs 
Tarnung camouflage 
Tasche pocket 
Taschenbuch paperback 
Taschenbuecher paperbacks 
Taschendieb pickpocket 
Taschendiebe pickpockets 
Taschenfeuerzeug lighter 
Taschenmesser penknife 
Taschentuch handkerchief 
Taschenuhr watch 
Tasse cup 
Tassen cups 
Tastatur keyboard 
Tastaturen keyboards 
Taste bar 
Tasten buttons 
Tastenanschlag keystroke 
Tastencodes keycodes 
Tastendruecke keystrokes 
Tastenname keyname 
Tat deed 
Taten deeds 
Tatkraft energy 
Tatsache fact 
Tatsachen facts 
Taube dove 
Tauben doves 
Tauchkolben plunger 
Taufen baptisms 
Taugenichts scapegrace 
Taugenichtse scapegraces 
Tauglichkeit FITNESS 
Tausendfuessler millepede 
Taxen cabs 
Taxi cab 
Taxifahrer cabman 
Techniker technician 
Technisch Technically 
Technologie technology 
Technologieen technologies 
Tee TEAS 
Teegebaeck MUFFINS 
Teekanne teapot 
Teekannen teapots 
Teer tar 
Teetasse teacup 
Teetassen teacups 
Teich hamlet 
Teiche hamlets 
Teig DOUGH 
Teil part 
Teilbereich partition 
Teile members 
Teilhaber partner 
Teilnahme participation 
Teilnahmen participations 
Teilnehmer participant 
Telefon Phone 
Telefone telephones 
Telefonzelle callbox 
Telegraf telegraph 
Telegrafen telegraphs 
Telegrafie telegraphy 
Telegramm telegram 
Telegramme telegrams 
Teleobjektiv telephoto 
Telephon telephone 
Television television 
Teller plate 
Tempel TEMPLE 
Temperament temperament 
Temperamente temperaments 
Temperatur temperature 
Temperaturen temperatures 
Tendenz tendency 
Tendenzen tendances 
Tennis tennis 
Tenor tenor 
Teppich CARPET 
Teppiche carpets 
Termin deadlineletzter 
Terminal terminal 
Terminals terminals 
Terminologie Terminology 
Terpentin turpentine 
Terrasse terrace 
Terrassen terraces 
Terrine tureen 
Terrinen tureens 
Territorien territories 
Test test 
Tester tester 
Teufel demon 
Teufelchen imp 
Teufelei devilry 
Teufeleien devilries 
Text text 
Texte texts 
Textfarbe textcolor 
Textfile textfile 
Textil- textile 
Textilien textiles 
Textverarbeitung wordprocessing 
Textverarbeitungen wordprocessors 
Theater theater 
Thema theme 
Themen themes 
Theologe theologian 
Theologen theologians 
Theologie theology 
Theorie Theory 
Theorien theories 
Thermal- thermal 
Thermometer thermometer 
Thermos- thermos 
Thron throne 
Throne thrones 
Thunfisch tunny 
Thunfische tunas 
Tiefe deepness 
Tiefen depths 
Tiefland lowland 
Tier Animal 
Tieraerzte vets 
Tierarzt vet 
Tiere animals 
Tiger tiger 
Tigerin tigress 
Tigerinnen tigresses 
Tilgung acquittance 
Timer timer 
Tinktur tincture 
Tinkturen tinctures 
Tinte ink 
Tintenfisch OCTOPUS 
Tips tips 
Tisch desk 
Tischler joiner 
Tischtuch table-cloth 
Titel captions 
Tochter DAUGHTER 
Tochtergesellschaft subsidiary 
Tod death 
Toechter daughters 
Toelpel boobies 
Toene chimes 
Toepfer crocker 
Toerchen wicket 
Toilette toilet 
Toiletten toilets 
Toll! wow 
Tollhaeuser bedlams 
Tollhaus bedlam 
Tomate TOMATO 
Tomaten tomatoes 
Ton Sound 
Tonband tape 
Tonne ton 
Tonnen tons 
Topf pot 
Tor gate 
Tore gates 
Tornado tornado 
Tornados tornados 
Tornister knapsack 
Torte PIE 
Torten PIES 
Tortenfuellung mincemeat 
Totenglocke knell 
Totenglocken knells 
Totschlaeger killer 
Totschlag homicide 
Tour tour 
Touren tours 
Tourist sightseer 
Touristen sightseers 
Tracht livery 
Trachten liveries 
Tradition tradition 
Traditionen traditions 
Traeger bearer 
Traegheit idleness 
Traene tear 
Traenen tears 
Traeumer dreamer 
Traeumerei reverie 
Traeumereien reveries 
Tragbahre stretcher 
Tragbahren stretchers 
Tragbarkeit portability 
Tragen barrows 
Tragoedie tragedy 
Tragoedien tragedies 
Trainer Trainers 
Trance trance 
Transaktion transaction 
Transistoren transistors 
Transport TRANSPORTATION 
Trapez trapeze 
Traubenzucker glucose 
Trauerfeier obsequies 
Traum dream 
Traumbild vision 
Traurigkeit sadness 
Traversal Traversal 
Travestie travesty 
Travestien travesties 
Treffen meeting 
Treiber driver 
Treibsand quicksand 
Trennung detachment 
Trennungen detachments 
Treppe stair 
Treppen stairs 
Treppengelaender banisters 
Tretmuehle treadmill 
Treue fidelity 
Treulosigkeit infidelity 
Treulosigkeiten infidelities 
Tribuene tribune 
Tribuenen tribunes 
Trichter funnel 
Trick dodge 
Tricks artifices 
Trikot tights 
Trillion Trillion 
Trilogie trilogy 
Trinker drunkard 
Trinkgeld gratuity 
Tritt kick 
Trittbrett footboard 
Triumph triumph 
Triumph- triumphal 
Troedelei dalliance 
Troedeleien dalliances 
Troedelladen junk-shop 
Troege hods 
Trog hod 
Trommel drum 
Trompete trumpet 
Trompeten trumpets 
Trophaee trophy 
Trophaeen trophies 
Trost consolation 
Trott trot 
Trottel dolt 
Trueffel TRUFFLES 
Truemmer wreckage 
Truempfe trumps 
Trugbild phantasm 
Trugbilder phantasms 
Trumpf trump 
Trunkenbold sot 
